PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
3002,1524778850,88.45111847,33.37397766,75.88000488,-5.34859705,7.811088562,1.659790158,33.29892349,43.32150269,-4.785123825
3003,1524795517,89.23023987,33.45164871,76.57891083,-5.354463577,7.681406021,2.053136587,25.49581146,34.18162155,-2.483980417
3004,1524812184,89.62110901,33.4698143,77.06355286,-5.282735825,7.391825199,2.147806406,9.263558388,23.3709259,0.622671723
3005,1524828851,89.68361664,33.42350769,77.32814789,-5.09948349,7.058240891,1.830545545,-3.153956652,12.34454918,4.332314491
3006,1524845518,89.52317047,33.3419075,77.42214966,-4.768333912,6.906939507,1.555907845,-10.88333511,3.799005985,6.404587269
3007,1524862185,89.20770264,33.23749542,77.46006775,-4.282329082,6.912127495,1.343980432,-18.32947731,0.964127302,7.761862278
3008,1524878852,88.89415741,33.14291382,77.56526947,-3.692960978,6.772481441,0.79118526,-20.41568184,4.323264599,7.238084793
3009,1524895519,88.78256989,33.06816483,77.79612732,-3.364068031,6.370718956,-0.10711655,-12.4080534,10.64732552,6.194194317
3010,1524912186,88.97096252,33.00846481,78.13696289,-3.659132004,6.144636631,-0.554435909,2.008294106,16.19938278,5.389801502
3011,1524928853,89.31835175,32.95930481,78.50331879,-4.227381706,6.168301582,-0.379892617,10.72984219,17.52056122,4.696877003
3012,1524945520,89.63658142,32.91875458,78.81007385,-4.628389835,6.144263744,-0.178926855,10.93819809,14.55049038,4.048476219
3013,1524962187,89.87464905,32.8866806,79.01785278,-4.775639057,6.030378819,-0.305957586,9.358733177,9.586134911,3.446946621
3014,1524978854,90.01727295,32.86502457,79.10587311,-4.90024662,6.225512028,-0.419225842,7.534374237,3.568067312,2.785496712
3015,1524995521,90.04595947,32.84218216,79.10007477,-5.131493092,6.372843266,-0.587329566,3.749891281,-1.152756929,2.856430531
3016,1525012188,90.03766632,32.8323555,79.05396271,-5.336065292,6.627013683,-0.76137054,2.836312532,-3.181539774,2.081480503
3017,1525028855,90.09609985,32.82118988,79.00188446,-5.559028149,6.847812176,-0.96659857,7.025960922,-3.478903055,2.165233612
3018,1525045522,90.24462891,32.79563522,78.97238159,-5.892194271,7.005495071,-0.9087134,11.6906271,-2.332325459,3.035144567
3019,1525062189,90.42188263,32.75728607,78.98796844,-6.422406197,7.215390205,-0.91341567,11.94197845,-0.046391029,3.799761057
3020,1525078856,90.64764404,32.70549011,79.05886078,-6.883439541,7.38863945,-1.03127265,13.04883289,2.767927885,4.582883358
3021,1525095523,90.9196167,32.6398201,79.15808868,-7.06193018,7.694760323,-1.088581681,14.89874172,4.237458706,5.388302326
3022,1525112190,91.18992615,32.55699539,79.24368286,-6.988519192,8.013364792,-0.914110005,15.23630619,3.597652674,6.414680958
3023,1525128857,91.39976501,32.46477509,79.29392242,-6.776258945,8.316246986,-0.40319559,12.74718094,1.855743885,7.00605154
3024,1525145524,91.55038452,32.34758759,79.29891205,-6.36988163,8.478613853,-0.02994776,10.64513206,-0.370865732,8.557950974
3025,1525162191,91.61741638,32.21373749,79.28516388,-5.949892998,8.70210743,0.206059217,6.22912693,-1.270614505,9.587593079
3026,1525178858,91.61391449,32.05531693,79.29191589,-5.830642223,8.965296745,-0.075415723,1.339967251,-0.178795919,11.03423691
3027,1525195525,91.60630035,31.84618378,79.28555298,-6.001868248,9.345879555,-0.279843092,1.510458946,-0.760896266,14.09471798
3028,1525212192,91.60923004,31.5601902,79.1699295,-6.07249403,10.07403946,0.011956912,5.584025383,-6.20814991,18.86113167
3029,1525228859,91.53031921,31.17905617,78.86412811,-5.548224449,10.97037411,0.938073874,6.580192089,-15.82113457,24.83101273
3030,1525245526,91.2672348,30.72654915,78.42288208,-4.874727726,11.58449936,1.456374049,-0.397530198,-22.82424545,29.23583221
3031,1525262193,90.83538818,30.28451538,77.98220825,-4.287182808,11.53995037,1.234079599,-10.70983219,-23.08483696,28.46606255
3032,1525278860,90.3729248,29.92273521,77.65366364,-4.018923759,10.92884254,0.728334606,-16.07144928,-17.63048553,23.40639687
3033,1525295527,90.06085205,29.63831902,77.44607544,-4.228939533,10.65903378,0.477283001,-10.74180317,-11.56032181,18.61871529
3034,1525312194,89.9903183,29.37308121,77.26692963,-4.246093273,10.60942936,0.697151005,2.864706993,-10.17211628,17.42514801
3035,1525328861,90.07172394,29.12060738,77.06010437,-4.324854851,10.46396351,1.05796814,12.75518703,-11.65279579,16.65406227
3036,1525345528,90.23856354,28.91366577,76.80357361,-4.742658138,10.0362606,1.311190844,19.28842354,-14.2656498,13.94684219
3037,1525362195,90.60361481,28.7248497,76.47484589,-5.579224586,9.152873039,1.715407372,33.22866821,-18.03614616,12.94726753
3038,1525378862,91.84903717,28.48541451,76.13999939,-6.313029289,7.522035599,2.187605381,86.15934753,-18.15459442,16.23455429
3039,1525395529,94.54820251,28.14380646,75.82372284,-6.781556129,4.862874031,1.783749104,172.7616882,-16.34424591,22.8998909
3040,1525412196,98.77685547,27.67735291,75.60408783,-7.145021915,2.62196207,0.995080054,261.6863403,-9.093141556,30.67001152
3041,1525428863,104.0073471,27.32255936,75.44302368,-7.18429327,4.070900917,1.89554441,320.0751343,-4.930935383,24.09412575
3042,1525445530,109.5560608,27.00041771,75.71379852,-6.712681293,5.361774921,3.47277689,327.2737122,18.74955559,15.85935974
3043,1525462197,115.2237778,26.7812252,76.53318787,-6.402017593,5.678616047,2.837566376,319.5941467,44.92985153,-3.030538559
3044,1525478864,120.8163605,26.56907654,78.03083038,-5.374936104,5.978098869,1.654186249,296.9688721,76.29537964,-25.00097466
3045,1525495531,126.1594162,26.25705719,79.69408417,-4.03720808,4.820686817,-1.941283941,277.9411621,84.33609009,-32.24652481
3046,1525512198,131.3537598,25.78839302,81.41022491,-3.216741562,4.642586708,-4.190115452,268.23172,89.23189545,-34.56424713
3047,1525528865,135.775528,25.49274445,83.04348755,-2.502551317,6.802207947,-5.473186016,224.6529388,75.69151306,-46.61226273
3048,1525545532,138.6907959,25.25826263,84.70368958,-2.092926502,7.100471973,-5.627584934,133.9911346,70.86820984,-55.10448456
3049,1525562199,140.600647,25.11067581,86.41886902,-1.916106462,5.09414196,-9.877230644,72.57931519,66.45436859,-63.81728745
3050,1525578866,142.8065643,25.05241203,87.30222321,-1.008854151,1.110053301,-14.00041962,111.6713715,31.86979294,-34.08199692
3051,1525595533,145.9179535,25.15723228,87.03453064,-0.546832442,-4.746540546,-17.14982796,195.2721252,-14.26521683,9.613107681
3052,1525612200,149.6675415,25.40995407,86.42380524,-0.675669909,-3.787001371,-16.23487282,242.3731384,-31.24279213,21.46433258
3053,1525628867,153.2008514,25.85517311,86.26341248,-0.900557399,3.891503096,-14.22266388,217.8922424,-28.41907501,-3.595514536
3054,1525645534,154.833847,26.194767,86.11719513,-2.652159691,8.730975151,-11.99500751,103.5709534,-22.62312889,-0.23911041
3055,1525662201,154.9244232,26.52996445,86.08415985,-4.361163616,7.341850758,-11.50531197,8.078540802,-19.83824158,-5.320848942
3056,1525678868,154.2157135,26.85118866,86.22409821,-4.757466316,6.338639259,-10.13040829,-44.51753616,-15.07196331,-13.43823051
3057,1525695535,152.8701019,27.31064415,86.61399841,-3.38638854,6.484252453,-11.74877834,-89.60150146,-16.29312706,-29.31886673
3058,1525712202,151.9329529,27.80422592,87.23062134,-2.16348505,7.215265751,-11.18461418,-71.54641724,-11.96413231,-41.1670723
3059,1525728869,152.367691,28.32304955,88.36042023,-1.114354014,7.391584396,-11.92671871,-3.993215084,-0.519631982,-65.7980957
3060,1525745536,154.0689087,28.62381363,90.15929413,-4.43260479,12.32442474,-7.508464336,52.44824982,25.66270256,-91.1678772
3061,1525762203,154.6521301,29.02851295,92.12206268,-4.913105965,14.40248108,-6.732786655,-19.91911125,21.78049278,-101.8718338
3062,1525778870,153.1996765,29.37067413,94.29270172,-5.970580578,12.87387848,-5.580522537,-148.7657318,30.56819153,-109.5257111
3063,1525795537,150.8562012,30.00221825,96.37448883,-5.505003452,4.711736679,-11.80079556,-200.5161591,16.49155426,-112.0322723
3064,1525812204,149.3575134,30.87452888,97.74331665,-5.884505272,0.107247561,-11.90909386,-129.5811005,-11.03319836,-85.88683319
3065,1525828871,148.9442902,31.87043762,98.6269455,-6.366174221,-1.048316479,-10.16059971,-50.4665947,-29.040411,-67.90588379
3066,1525845538,149.35466,32.62470627,99.22871399,-6.058376312,-0.053639837,-5.538979053,7.260121346,-24.14048004,-47.81851196
3067,1525862205,150.2664795,32.90242004,99.6804657,-4.748598576,-0.672101974,-3.976522684,41.92443085,-3.868198395,-26.48397446
3068,1525878872,151.5622101,32.54982758,100.1511078,-3.083556652,0.17978242,-2.907085657,64.34037781,29.12547684,-8.88249588
3069,1525895539,152.460434,31.70110512,100.5531235,-2.776947498,2.22620225,-3.767122507,42.91867065,53.65211487,7.454638481
3070,1525912206,152.1177826,30.60961533,100.6175232,-2.561936855,2.867527485,-6.687468052,-20.70364571,58.61333847,29.12117386
3071,1525928873,150.8631744,29.63813782,99.95394897,-3.070289135,0.806148052,-12.8833828,-53.43635941,33.86606598,59.68892288
3072,1525945540,149.4603119,28.97159386,98.49552917,-4.55787611,-0.813964605,-11.38125324,-39.48952866,-4.227674007,87.71684265
3073,1525962207,147.9639587,28.69042778,96.55703735,-4.127213955,-1.888242364,-7.818932056,-31.86202621,-39.46522141,97.47480011
3074,1525978874,145.6065826,28.84410477,94.34379578,-4.830444336,2.874218941,-7.758660793,-75.71996307,-72.447052,93.98493195
3075,1525995541,141.3493958,28.99326134,91.87158203,-6.374458313,7.092992306,-6.877160072,-181.8790436,-85.44119263,100.6651306
3076,1526012208,135.0877228,29.65412712,89.08495331,-8.44317627,9.821539879,-8.900121689,-291.9631958,-127.6936951,83.93049622
