PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
2806,576901814,164.2653198,-83.50260925,2.325727463,9.970827103,0.164026946,-0.075826719,-11.58300781,-55.57507706,22.30969048, 
2807,576918481,169.0990906,-82.70983887,-2.28479147,9.492995262,-0.049712017,-1.820258975,14.77787971,-52.48241425,21.39025116, 
2808,576935148,172.305954,-82.11574554,-5.200532436,10.13054848,0.153992832,-3.41165638,18.41910362,-37.47467804,17.09376526, 
2809,576951815,174.0874634,-81.83351135,-6.804620266,9.99270153,0.332922667,-2.10346365,11.03543854,-16.94713593,11.4107542, 
2810,576968482,175.4518738,-81.64835358,-8.235977173,9.434267998,0.101613969,-0.82485801,-3.651515722,-10.72916698,11.35659599, 
2811,576985149,177.1146545,-81.22703552,-9.905198097,9.178131104,-0.272422284,-0.493843973,0.206701472,-24.72064018,13.34086609, 
2812,577001816,179.4074249,-80.62250519,-11.88640022,9.705073357,0.369729012,-1.481335759,19.6531868,-35.36544037,17.75705338, 
2813,577018483,-178.4169617,-80.03387451,-13.98941898,9.858902931,0.618246377,-1.751031995,5.652582645,-33.65781784,21.64142799, 
2814,577035150,-176.0809326,-79.40223694,-16.24868774,9.687114716,0.374453276,-1.264668107,6.318472385,-35.21569443,26.14881706, 
2815,577051817,-173.543869,-78.64941406,-18.58953094,9.62467289,0.220030323,-1.188355803,13.90211678,-41.07553101,30.8983078, 
2816,577068484,-171.0358276,-77.77161407,-20.90258789,9.674028397,0.308443815,-1.407419682,14.20946121,-46.8848114,35.37744904, 
2817,577085151,-168.7432404,-76.78314972,-23.0471344,9.849887848,0.056143329,-1.475936174,11.66840744,-51.91257095,38.55053711, 
2818,577101818,-166.5608521,-75.7071228,-24.94922256,10.27359009,-0.640470147,-2.146335363,19.715868,-55.74603653,40.58961105, 
2819,577118485,-164.6787262,-74.63607025,-26.63030624,10.34040451,-0.761475027,-2.368000746,15.11217403,-54.31802368,41.25751495, 
2820,577135152,-162.8443451,-73.5194931,-28.22949028,10.1857872,-0.515272141,-1.777906418,17.47020721,-55.42358017,44.33196259, 
2821,577151819,-161.0014954,-72.21430206,-29.79018402,9.828217506,-0.201624468,-1.42193532,20.75584602,-64.33728027,50.88789749, 
2822,577168486,-159.1686249,-70.68132782,-31.33044434,10.37400627,-0.173242345,-1.102911115,22.09230042,-74.91098022,59.36632538, 
2823,577185153,-157.283493,-68.91556549,-32.83158112,11.83614922,-0.700702965,-1.121095181,28.31663132,-85.28812408,68.62407684, 
2824,577201820,-155.4421692,-66.96694946,-34.40054321,12.1869154,-1.432035446,-1.178717613,23.04432297,-91.37861633,79.73567963, 
2825,577218487,-153.5910339,-64.80044556,-35.94953156,12.86746407,-1.436662674,-1.305538177,26.03609276,-99.44126129,90.73680115, 
2826,577235154,-151.7421265,-62.44034576,-37.46174622,13.30848217,-1.031916142,-1.71806407,29.46475601,-105.7195587,101.4193726, 
2827,577251821,-150.0370178,-59.83787918,-38.8243866,14.22458267,-1.092046261,-1.93496871,30.56964493,-115.6613693,111.0842209, 
2828,577268488,-148.4013062,-56.97263336,-39.96227264,16.40888405,-0.863035977,-1.366465569,39.9296875,-127.8404617,119.4044647, 
2829,577285155,-147.090332,-54.05719757,-40.90274811,17.70693779,0.209215775,0.748521447,32.22795105,-129.3874969,121.1031113, 
2830,577301822,-145.8822021,-51.01095581,-41.49073792,19.08968353,2.705546618,3.459337234,44.6917305,-139.1410675,119.5943604, 
2831,577318489,-144.0356445,-47.54405594,-41.85005188,21.60663414,3.628197432,4.819231987,94.8325882,-161.0038147,131.7754822, 
2832,577335156,-141.7877197,-43.75255966,-42.12388229,22.57156754,3.664608002,2.322539806,123.7187042,-173.5431366,147.1976776, 
